time,ax,ay,az,aT
0.0090,-0.2323,0.0684,-0.1573,0.289
0.0090,0.3070,-0.1345,-0.1061,0.352
0.0110,0.5658,-0.0558,-0.0263,0.569
0.0270,0.4541,0.0756,-0.0330,0.462
0.0310,0.3957,0.0667,-0.0028,0.401
0.0480,0.3389,-0.0230,-0.0404,0.342
0.0510,0.2437,0.0074,-0.0014,0.244
0.0610,0.1643,0.0437,-0.0110,0.170
0.0710,0.0846,0.0250,-0.0020,0.088
0.0810,0.0138,0.0141,0.0365,0.041
0.0910,-0.0161,0.0232,0.0652,0.071
0.1010,-0.0618,0.0407,0.0446,0.086
0.1120,-0.1292,0.0095,0.0339,0.134
0.1210,-0.1788,0.0464,0.0031,0.185
0.1310,-0.1963,0.0348,-0.0075,0.200
0.1410,-0.1498,0.0520,0.0206,0.160
0.1510,-0.1798,0.0389,0.0397,0.188
0.1610,-0.2111,-0.0090,0.0677,0.222
0.1710,-0.2148,-0.0117,0.0282,0.217
0.1810,-0.2112,-0.0104,0.0271,0.213
0.1910,-0.1297,0.0186,0.0072,0.131
0.2000,-0.0859,-0.0289,0.0166,0.092
0.2110,-0.0264,0.0013,0.0165,0.031
0.2210,0.0874,0.0290,0.0267,0.096
0.2300,0.0984,0.0006,0.0266,0.102
0.2410,0.0690,0.0001,0.0462,0.083
0.2500,0.0532,-0.0406,0.0166,0.069
0.2610,0.0199,-0.0023,0.0260,0.033
0.2710,0.0077,0.0052,-0.0233,0.025
0.2800,-0.0314,0.0132,0.0152,0.037
0.2910,-0.1110,0.0408,0.0147,0.119
0.3000,-0.1273,0.0105,0.0139,0.128
0.3110,-0.1492,-0.0093,0.0526,0.158
0.3210,-0.1284,-0.0275,0.1204,0.178
0.3310,-0.1428,0.0020,0.0318,0.146
0.3410,-0.1440,0.0015,0.0215,0.146
0.3500,-0.1398,-0.0169,0.0800,0.162
0.3610,-0.0955,-0.0264,0.0600,0.116
0.3710,-0.0949,0.0016,0.0797,0.124
0.3800,-0.0442,-0.0185,0.0894,0.101
0.3910,0.0539,0.0189,0.0601,0.083
0.4010,0.1188,-0.0034,0.1095,0.162
0.4130,0.1801,0.0146,0.0800,0.198
0.4210,0.2334,0.0092,0.0709,0.244
0.4310,0.2199,0.0159,0.0021,0.220
0.4520,0.2016,0.0197,0.0416,0.207
0.4530,0.2129,0.0343,-0.0175,0.216
0.4610,0.1994,0.0839,-0.0663,0.226
0.4710,0.1276,0.0401,-0.0082,0.134
0.4800,0.1227,0.0622,-0.0086,0.138
0.4910,0.0467,-0.0293,-0.0097,0.056
0.5010,0.0108,-0.0511,0.0578,0.078
0.5130,-0.0817,0.0141,0.0763,0.113
0.5210,-0.0830,-0.0090,0.1045,0.134
0.5310,-0.1340,0.0476,0.0739,0.160
0.5460,-0.1615,0.0422,0.0729,0.182
0.5510,-0.1922,0.0499,0.0915,0.219
0.5610,-0.1902,0.0344,0.1299,0.233
0.5710,-0.1944,-0.0185,0.2077,0.285
0.5810,-0.1841,-0.0039,0.2855,0.340
0.5910,-0.1605,-0.0984,0.3146,0.367
0.6010,-0.1433,-0.0552,0.2751,0.315
0.6140,-0.0607,-0.0643,0.2948,0.308
0.6210,-0.0143,-0.0174,0.2950,0.296
0.6310,-0.0222,-0.0514,0.2563,0.262
0.6520,0.0015,-0.0004,0.1296,0.130
0.6530,-0.0178,0.0119,0.0814,0.084
0.6600,-0.0627,0.0496,0.0337,0.087
0.6710,-0.1161,0.0710,-0.0238,0.138
0.6810,-0.1659,0.0033,-0.0123,0.166
0.6910,-0.2525,-0.0143,0.1462,0.292
0.7010,-0.2287,-0.0225,0.1188,0.259
0.7130,-0.0902,0.0255,0.1014,0.138
0.7210,-0.0243,-0.0232,0.0938,0.100
0.7310,-0.0318,-0.0346,0.1257,0.134
0.7450,-0.0481,-0.0822,0.0887,0.130
0.7510,-0.0270,-0.1245,0.0620,0.142
0.7610,-0.0232,-0.1507,0.0936,0.179
0.7710,-0.0390,-0.2608,0.0671,0.272
0.7810,-0.0247,-0.2645,0.0692,0.275
0.7910,0.0171,-0.1998,0.1901,0.276
