time,ax,ay,az,aT,label
0.009,0.2296,0.0511,-0.0721,0.24600000000000002,0
0.01,0.241,0.0388,-0.11,0.268,0
0.01,0.1952,-0.071,-0.129,0.245,0
0.02,0.1576,-0.0593,-0.0794,0.18600000000000003,0
0.03,0.1276,-0.0235,-0.0499,0.139,0
0.044,0.0973,0.0427,-0.0596,0.122,0
0.049,0.0218,-0.0181,-0.0401,0.049,0
0.074,-0.031,0.0011,-0.0112,0.033,0
0.075,-0.0759,-0.0203,0.0179,0.081,0
0.082,-0.0972,-0.0007,-0.0022,0.09699999999999999,0
0.094,-0.0839,0.009,-0.0123,0.085,0
0.099,-0.0508,0.0085,-0.0322,0.061,0
0.111,-0.0276,-0.0077,-0.0129,0.031,0
0.119,0.0025,0.0018,-0.0424,0.043,0
0.129,-0.014,-0.005,-0.0328,0.036000000000000004,0
0.145,-0.0221,-0.0234,-0.0232,0.04,0
0.149,-0.0303,0.017,-0.0135,0.037000000000000005,0
0.18,-0.0284,-0.0022,-0.0235,0.037000000000000005,0
0.18,-0.0373,-0.0117,-0.0235,0.046,0
0.18,-0.0075,0.0075,-0.0236,0.026000000000000002,0
0.19,0.0128,-0.0004,-0.0138,0.019,0
0.199,0.0306,0.0182,-0.0431,0.055999999999999994,0
0.21,0.0394,0.0082,-0.0528,0.066,0
0.219,0.0654,-0.0016,-0.0624,0.09,0
0.23,0.0839,0.0078,-0.0623,0.105,0
0.247,0.0527,0.0078,-0.0426,0.068,0
0.249,0.0326,-0.0231,-0.0131,0.042,0
0.26,-0.0145,-0.0028,-0.0328,0.036000000000000004,0
0.282,-0.0344,0.0035,-0.0426,0.055,0
0.283,-0.0128,-0.0058,-0.0427,0.045,0
0.293,-0.0142,-0.0301,0.0064,0.034,0
0.3,-0.0507,-0.0097,-0.0329,0.061,0
0.31,-0.0337,-0.0053,-0.0522,0.062,0
0.319,0.0051,-0.0142,-0.0522,0.054000000000000006,0
0.33,0.024,-0.0147,-0.0619,0.068,0
0.346,0.0421,-0.0141,-0.0324,0.055,0
0.349,0.0822,-0.0426,-0.0521,0.106,0
0.36,0.0048,-0.0029,-0.0326,0.033,0
0.382,-0.0625,-0.0039,-0.0033,0.063,0
0.383,-0.0396,-0.0222,-0.0427,0.062,0
0.391,-0.0396,-0.0049,-0.0231,0.046,0
0.4,-0.0469,-0.0137,0.006,0.049,0
0.41,-0.0468,-0.0232,0.0354,0.063,0
0.419,-0.0453,-0.0502,-0.0039,0.068,0
0.429,-0.0366,-0.0205,-0.0234,0.048,0
0.453,-0.0183,-0.0197,-0.0625,0.068,0
0.455,0.0093,-0.0095,-0.0428,0.045,0
0.46,-0.0019,-0.028,-0.0525,0.06,0
0.47,0.0172,0.0024,-0.0133,0.022000000000000002,0
0.488,0.0253,0.0118,-0.0132,0.031,0
0.49,0.0736,-0.0178,-0.0425,0.087,0
0.5,0.0616,-0.0173,-0.0424,0.077,0
0.51,0.0131,-0.037,0.0163,0.043,0
0.522,0.0419,0.0016,-0.0718,0.083,0
0.53,0.0732,0.0111,-0.0719,0.10300000000000001,0
0.539,0.054,0.0574,-0.0327,0.085,0
0.549,0.0584,-0.0284,0.0159,0.067,0
0.569,-0.0063,-0.0556,-0.0039,0.055999999999999994,0
0.57,-0.0429,-0.0375,0.0154,0.059000000000000004,0
0.579,-0.0486,0.0015,-0.0338,0.059000000000000004,0
0.59,-0.0386,0.0082,-0.0337,0.052000000000000005,0
0.6,-0.0358,-0.011,-0.0634,0.07400000000000001,0
0.611,-0.0053,-0.0315,-0.0634,0.071,0
0.621,0.0061,-0.0212,-0.0636,0.067,0
0.63,0.0481,0.0381,0.0048,0.062,0
0.64,0.0585,0.0362,-0.0147,0.07,0
0.649,0.0635,-0.0013,-0.0347,0.07200000000000001,0
0.663,0.047,-0.0299,-0.0154,0.057999999999999996,0
0.671,0.0424,0.019,-0.0549,0.07200000000000001,0
0.68,0.0458,0.0087,-0.0748,0.08800000000000001,0
0.696,0.0619,-0.0089,-0.0458,0.078,0
0.699,0.0553,-0.018,-0.0461,0.07400000000000001,0
0.71,0.0519,0.0123,-0.0367,0.065,0
0.721,-0.0096,0.0123,-0.0078,0.017,0
0.729,-0.0715,-0.0071,0.0113,0.073,0
0.74,-0.1002,-0.0342,-0.0089,0.106,0
0.75,-0.0935,0.0064,-0.0192,0.096,0
0.762,-0.057,0.0069,-0.0589,0.08199999999999999,0
0.77,0.0359,0.0281,-0.0298,0.054000000000000006,0
0.779,0.0854,0.0086,0.0093,0.086,0
0.797,0.0993,-0.0088,-0.0203,0.102,0
0.8,0.0711,-0.0456,-0.0401,0.094,0
0.81,0.0369,-0.0041,-0.0699,0.079,0
0.82,-0.0162,-0.0027,-0.0408,0.044000000000000004,0
0.829,-0.0209,-0.0798,0.0078,0.083,0
0.839,-0.0251,-0.0093,0.0172,0.032,0
0.85,-0.0211,-0.0675,0.0072,0.071,0
0.862,-0.0259,-0.045,-0.0323,0.061,0
0.87,-0.0215,-0.0238,0.0065,0.033,0
0.879,-0.0163,-0.0027,0.0258,0.031,0
0.899,-0.0707,0.0078,-0.0136,0.07200000000000001,0
0.9,-0.0547,-0.0101,0.0153,0.057999999999999996,0
0.91,-0.0342,0.0067,-0.014,0.038,0
0.921,-0.0403,-0.0112,0.0347,0.054000000000000006,0
0.929,-0.02,-0.0023,0.0053,0.021,0
0.939,0.0108,-0.0485,-0.0242,0.055,0
0.949,-0.0164,-0.0376,-0.0538,0.068,0
0.96,-0.0235,-0.0546,0.0048,0.06,0
0.983,-0.0509,-0.0729,0.0243,0.092,0
0.984,-0.0192,-0.0983,0.1417,0.174,0
0.99,-0.0474,-0.0884,0.1515,0.182,0
0.999,-0.0544,-0.0675,0.0924,0.127,0
1.01,0.0143,-0.031,0.0533,0.063,0
1.02,0.0419,0.0795,0.0143,0.091,0
1.029,0.0927,0.1357,-0.0347,0.168,0
1.04,0.1465,0.1631,-0.0832,0.23399999999999999,0
1.049,0.1878,0.1884,-0.1421,0.302,0
1.06,0.2218,0.1288,-0.1514,0.298,0
1.087,0.2662,0.1141,0.0249,0.29100000000000004,0
1.089,0.2084,0.0674,0.0838,0.235,0
1.089,0.1789,-0.0071,0.0638,0.19,0
1.099,0.1304,-0.0783,0.1222,0.195,0
1.11,0.0881,-0.2339,0.2,0.32,0
1.12,0.0212,-0.2515,0.3656,0.444,0
1.13,-0.1159,-0.2932,0.6395,0.713,0
1.14,-0.1578,-0.2668,0.7659,0.826,0
1.149,-0.2298,-0.2751,0.8735,0.9440000000000001,0
1.16,-0.302,-0.2385,1.1768,1.238,1
1.183,-0.2982,-0.2568,1.54,1.589,1
1.184,-0.344,-0.2631,1.4224,1.4869999999999999,1
1.19,-0.3847,-0.1494,1.3158,1.379,1
1.199,-0.3356,-0.1233,1.513,1.555,1
