time,ax,ay,az,aT
0.0080,0.5535,0.0255,-0.1249,0.568
0.0090,0.4082,-0.0425,-0.1800,0.448
0.0150,0.4230,-0.1313,-0.1793,0.478
0.0260,0.3814,-0.0423,-0.0404,0.386
0.0540,0.2616,0.0373,-0.0219,0.265
0.0550,0.1664,0.0162,-0.0222,0.169
0.0550,0.0519,-0.0129,0.0348,0.064
0.0650,-0.0780,0.0348,0.0521,0.100
0.0750,-0.1423,0.0247,0.0796,0.165
0.0930,-0.1524,0.0148,0.0379,0.158
0.0950,-0.2389,0.0533,0.0756,0.256
0.1100,-0.1918,0.0338,0.0537,0.202
0.1150,-0.1548,0.0240,0.0626,0.169
0.1270,-0.0950,-0.0221,0.0709,0.121
0.1360,-0.0903,-0.0209,0.0800,0.122
0.1450,-0.0460,-0.0080,0.0792,0.092
0.1700,0.0051,-0.0246,0.0494,0.055
0.1710,0.0630,-0.0023,-0.0093,0.064
0.1800,0.0851,0.0018,0.0391,0.094
0.1910,0.0942,-0.0142,0.0292,0.100
0.1950,0.1176,-0.0403,-0.0007,0.124
0.2080,0.0521,-0.0362,0.0378,0.074
0.2150,0.0179,-0.0147,0.0273,0.036
0.2280,0.0334,-0.0019,0.0167,0.037
0.2650,0.0678,0.0201,0.0061,0.071
0.2660,0.0247,-0.0343,0.0542,0.069
0.2660,0.0036,-0.0196,0.0530,0.057
0.2670,-0.0365,-0.0157,0.1106,0.118
0.2760,-0.0482,-0.0214,0.0507,0.073
0.2870,-0.0311,0.0193,0.0007,0.037
0.2950,-0.0055,0.0313,0.1176,0.122
0.3050,0.0189,-0.0062,0.0385,0.043
0.3150,0.0723,0.0033,0.0576,0.092
0.3260,0.0752,0.0043,0.0180,0.077
0.3360,0.0900,0.0037,0.0076,0.090
0.3450,0.1316,-0.0428,-0.0025,0.138
0.3720,0.1190,-0.0424,0.0260,0.129
0.3730,0.0862,-0.0211,0.0645,0.110
0.3770,0.1058,-0.0014,0.1026,0.147
0.3910,0.1134,-0.0108,0.0625,0.130
0.3950,0.1036,-0.0040,0.0713,0.126
0.4070,0.0561,-0.0043,0.0210,0.060
0.4150,0.0190,0.0010,0.0493,0.053
0.4250,-0.0329,-0.0178,0.0769,0.086
0.4720,-0.0188,-0.0201,0.1245,0.128
0.4720,-0.0691,-0.0103,0.0343,0.078
0.4730,-0.1018,0.0484,0.0130,0.113
0.4730,-0.0936,0.0272,-0.0083,0.098
