time,ax,ay,az,aT,label
0.016,0.1901,0.0709,0.0069,0.203,0
0.017,0.16,-0.0834,-0.042,0.185,0
0.021,0.0503,0.013,-0.0533,0.07400000000000001,0
0.029,-0.1019,0.0484,0.0126,0.114,0
0.039,-0.1885,0.0175,-0.0189,0.19,0
0.053,-0.2454,-0.0213,-0.0329,0.249,0
0.059,-0.2557,-0.0015,0.0045,0.256,0
0.103,-0.2182,-0.0008,0.0599,0.226,0
0.105,-0.1726,-0.0001,0.039,0.177,0
0.105,-0.1026,0.0004,0.0859,0.134,0
0.106,-0.097,0.0006,0.0358,0.10300000000000001,0
0.117,-0.0785,0.0194,-0.0049,0.081,0
0.135,-0.0639,0.0098,-0.0646,0.091,0
0.135,-0.0294,0.0096,-0.0656,0.073,0
0.152,-0.0454,0.0103,-0.027,0.054000000000000006,0
0.153,-0.031,-0.0265,-0.0084,0.042,0
0.16,-0.0086,-0.0154,0.0498,0.053,0
0.212,0.0035,-0.0414,0.0296,0.051,0
0.213,-0.0041,-0.0694,-0.0198,0.07200000000000001,0
0.213,0.0168,-0.0374,-0.0594,0.07200000000000001,0
0.213,-0.0093,0.0028,0.0085,0.013000000000000001,0
0.214,-0.0055,-0.015,0.0175,0.024,0
0.23,-0.0018,0.0249,0.0168,0.03,0
0.23,-0.0449,0.0528,-0.0332,0.077,0
0.247,-0.0597,0.0738,-0.0439,0.105,0
0.264,-0.0813,0.0439,-0.0453,0.10300000000000001,0
0.265,-0.0775,0.0359,0.0127,0.086,0
0.321,-0.053,0.0176,-0.047,0.073,0
0.322,-0.0216,0.0394,0.0407,0.061,0
0.322,0.0183,0.021,0.0601,0.066,0
0.322,0.0192,-0.0066,0.0501,0.054000000000000006,0
0.323,-0.0085,-0.0144,0.0203,0.026000000000000002,0
0.323,-0.0173,-0.0329,0.0004,0.037000000000000005,0
0.339,-0.025,-0.0404,-0.049,0.068,0
0.34,0.0356,-0.0499,0.0388,0.073,0
0.356,0.0548,-0.057,0.0388,0.08800000000000001,0
0.359,0.1839,-0.0675,0.0974,0.21899999999999997,0
0.37,0.2647,-0.0566,0.1673,0.318,0
0.379,0.3473,-0.0993,0.1079,0.377,0
0.416,0.3282,-0.0981,0.1193,0.363,0
0.417,0.2954,-0.1915,0.1772,0.39399999999999996,0
0.418,0.1608,-0.1706,0.0492,0.24,0
0.431,0.1165,-0.0514,0.0176,0.129,0
0.432,0.0454,-0.0019,0.0346,0.057,0
0.444,0.0633,-0.0321,0.1693,0.184,0
0.45,0.0038,-0.0875,0.1468,0.171,0
0.459,0.0825,-0.0698,0.2028,0.23,0
0.499,0.1307,-0.0043,0.2984,0.326,0
0.5,0.1747,0.059,0.354,0.39899999999999997,0
0.5,0.2316,0.0793,0.3718,0.445,0
0.501,0.2959,0.1101,0.3884,0.501,0
