time,ax,ay,az,aT,label
0.01,0.5163,-0.0174,-0.092,0.525,0
0.01,0.3614,-0.0299,-0.3172,0.48200000000000004,1
0.015,0.2533,0.0349,-0.1302,0.287,1
0.022,0.2774,0.0046,-0.1206,0.303,1
0.031,0.1301,-0.0061,-0.0715,0.149,1
0.042,-0.03,0.0019,-0.0129,0.033,1
0.056,-0.1432,0.0484,-0.0035,0.151,1
0.063,-0.2223,0.1066,0.0254,0.248,1
0.072,-0.2456,0.0459,0.0151,0.25,1
0.097,-0.2301,0.046,-0.0046,0.235,1
0.098,-0.2659,0.0915,-0.0148,0.282,1
0.106,-0.3218,0.0343,-0.0051,0.324,1
0.118,-0.2538,-0.0038,-0.0545,0.26,1
0.122,-0.177,0.0459,-0.0447,0.188,1
0.166,-0.0884,0.0451,-0.0643,0.11800000000000001,1
0.167,-0.023,0.0858,-0.0152,0.09,1
0.167,0.0313,0.0367,-0.0739,0.08800000000000001,1
0.167,0.0482,0.001,-0.0053,0.049,1
0.179,0.1102,0.0213,0.0046,0.11199999999999999,1
0.191,0.1571,-0.0241,0.0046,0.159,1
0.192,0.1603,-0.022,0.0145,0.162,1
0.202,0.141,0.009,-0.0051,0.141,1
0.219,0.071,-0.0094,-0.0149,0.073,1
0.222,0.0432,0.0192,-0.0345,0.059000000000000004,1
0.233,-0.0126,0.0659,-0.1032,0.12300000000000001,1
0.242,-0.0483,0.0581,-0.0348,0.083,1
0.268,-0.1193,0.0098,0.0237,0.122,1
0.269,-0.1454,0.032,0.0136,0.149,1
0.275,-0.1104,0.0222,0.0331,0.11699999999999999,1
0.284,-0.05,0.0446,0.0035,0.067,1
0.292,-0.0002,0.0528,-0.016,0.055,1
0.303,0.0317,0.0657,-0.0554,0.092,1
0.317,-0.0051,0.0542,-0.0064,0.055,1
0.322,0.0266,-0.0028,-0.0066,0.027999999999999997,1
0.335,0.0371,-0.0023,0.0129,0.039,1
0.342,0.049,-0.021,0.0618,0.08199999999999999,1
0.352,0.0783,-0.011,0.0128,0.08,1
0.404,0.0714,-0.0009,-0.0167,0.073,1
0.405,0.0531,0.0363,-0.046,0.079,1
0.406,0.0082,-0.0107,-0.0462,0.048,1
0.406,-0.0265,-0.0104,-0.0072,0.028999999999999998,1
0.407,-0.0322,-0.0076,-0.0074,0.034,1
0.42,0.0006,-0.0261,0.0708,0.075,1
0.422,0.034,-0.0234,0.0411,0.057999999999999996,1
0.438,0.0749,-0.0045,-0.0177,0.077,1
0.442,0.0613,0.0461,-0.0277,0.08199999999999999,1
0.5,0.0829,0.0993,-0.0275,0.132,1
0.501,0.0691,0.0995,-0.0375,0.127,1
0.502,0.0069,0.1034,-0.0473,0.114,1
0.502,-0.0727,0.0835,-0.0083,0.111,1
0.503,-0.0903,0.0694,-0.0084,0.114,1
0.503,-0.0715,0.041,0.0304,0.08800000000000001,1
0.512,-0.0619,0.0104,0.1087,0.126,1
0.524,-0.0455,-0.0189,0.2164,0.222,1
0.536,-0.0294,-0.0664,0.1868,0.2,1
0.542,-0.015,-0.0969,0.1278,0.161,1
0.552,-0.0203,-0.0305,0.0592,0.07,1
0.583,-0.0458,0.0638,-0.0191,0.081,1
0.584,-0.0506,0.1131,0.0105,0.124,1
0.585,-0.086,0.108,0.0009,0.138,1
0.592,-0.0798,0.1181,0.0306,0.146,1
0.602,-0.087,0.0926,0.0504,0.13699999999999998,1
0.62,-0.1015,0.0654,0.0997,0.157,1
0.622,-0.1202,0.0703,0.1686,0.21899999999999997,1
0.632,-0.107,0.0058,0.1589,0.192,1
0.642,-0.0682,0.01,0.2671,0.276,1
0.673,-0.0663,-0.0065,0.2968,0.304,1
0.674,0.0323,0.0172,0.3559,0.358,1
0.675,0.0973,0.0259,0.3369,0.35200000000000004,1
0.683,0.095,0.0066,0.308,0.322,1
0.692,0.0708,-0.006,0.2402,0.25,1
0.702,-0.055,-0.0007,0.2017,0.209,1
0.718,-0.2009,-0.0815,0.4571,0.506,1
0.722,-0.3641,-0.0523,0.3993,0.5429999999999999,1
0.733,-0.2194,-0.012,0.4689,0.518,1
0.742,-0.0395,0.0843,0.3428,0.355,1
0.764,0.1296,0.1267,0.2762,0.33,1
0.765,0.1652,0.1433,0.2387,0.324,1
0.772,0.1222,0.0768,0.2605,0.298,1
0.782,-0.0678,-0.0482,0.3115,0.322,1
0.792,-0.2529,-0.1197,0.4894,0.564,1
0.802,-0.4627,-0.1319,0.6486,0.8079999999999999,1
0.82,-0.6013,-0.1665,0.7873,1.005,1
0.822,-0.6841,-0.1546,0.7903,1.057,1
0.833,-0.6969,-0.2219,0.7334,1.036,1
0.842,-0.7293,-0.2353,0.649,1.004,1
0.863,-0.6539,-0.1907,0.5832,0.897,1
0.865,-0.573,-0.06,0.5378,0.7879999999999999,1
0.874,-0.5381,0.0585,0.4259,0.6890000000000001,1
0.882,-0.5627,0.2167,0.4191,0.7340000000000001,1
0.892,-0.5714,0.1996,0.4938,0.7809999999999999,1
0.902,-0.6423,0.1606,0.5278,0.847,1
0.919,-0.6546,0.0879,0.7398,0.992,1
0.922,-0.6931,-0.022,0.8921,1.13,1
0.96,-0.7246,-0.0822,0.9768,1.219,1
0.962,-0.6878,-0.1394,0.9146,1.153,1
0.962,-0.5998,-0.1276,0.7459,0.966,1
0.963,-0.5072,-0.1009,0.5377,0.746,1
0.972,-0.4184,-0.0214,0.4499,0.615,1
0.982,-0.3936,0.0148,0.3601,0.534,1
0.992,-0.4224,0.0406,0.3622,0.5579999999999999,1
1.003,-0.5026,0.067,0.4201,0.6579999999999999,1
1.019,-0.5262,0.0517,0.3842,0.654,1
1.023,-0.5463,0.0095,0.2369,0.596,1
1.061,-0.4962,-0.0442,0.1626,0.524,1
1.062,-0.4226,-0.0172,0.0552,0.42700000000000005,1
1.063,-0.2699,-0.0253,0.0122,0.271,1
1.063,-0.1287,-0.0749,0.0227,0.151,1
1.072,0.0807,-0.1891,-0.1076,0.23199999999999998,1
1.083,0.3469,-0.2133,-0.2721,0.49,1
1.092,0.4754,-0.2083,-0.4288,0.6729999999999999,1
1.102,0.5527,-0.1688,-0.6722,0.8859999999999999,1
1.116,0.4922,-0.0402,-0.8535,0.986,1
1.122,0.3992,0.1075,-1.0074,1.089,1
1.148,0.2687,0.1889,-1.0279,1.079,1
1.149,0.16,0.156,-1.0835,1.1059999999999999,1
1.152,0.1008,0.0532,-1.0073,1.014,1
1.162,0.2069,-0.061,-1.0337,1.056,1
1.172,0.2927,-0.1234,-1.0962,1.141,1
1.182,0.3861,0.0042,-1.1624,1.225,1
1.192,0.3389,0.114,-1.2119,1.264,1
1.202,0.3889,0.2411,-1.2896,1.368,1
1.215,0.4304,0.2272,-1.2795,1.369,1
