time,ax,ay,az,aT,label
0.009,0.0977,0.1669,-0.0853,0.21100000000000002,0
0.01,0.3043,-0.0184,-0.0566,0.31,0
0.011,0.2753,-0.0281,0.0201,0.27699999999999997,0
0.017,0.279,-0.0175,0.0196,0.28,0
0.028,0.3238,0.0098,-0.0501,0.32799999999999996,0
0.037,0.3259,0.0301,-0.0009,0.327,0
0.047,0.2716,0.036,-0.011,0.27399999999999997,0
0.057,0.1436,-0.0033,0.0485,0.152,0
0.067,-0.0011,-0.0711,-0.0093,0.07200000000000001,0
0.086,-0.0653,0.0161,0.0311,0.07400000000000001,0
0.087,-0.0876,0.0048,-0.0066,0.08800000000000001,0
0.097,-0.0739,0.0516,-0.0348,0.09699999999999999,0
0.107,-0.0871,0.0953,-0.0626,0.14300000000000002,0
0.117,-0.1023,0.0751,-0.0319,0.131,0
0.128,-0.1616,0.0714,0.0189,0.17800000000000002,0
0.137,-0.1461,0.0812,0.0694,0.18100000000000002,0
0.147,-0.1653,0.0587,0.0321,0.17800000000000002,0
0.157,-0.1787,0.0008,-0.0153,0.179,0
0.167,-0.2172,0.0572,-0.0034,0.225,0
0.186,-0.1558,0.0488,0.0075,0.163,0
0.187,-0.0946,0.0278,-0.0107,0.099,0
0.197,-0.0674,0.018,-0.0295,0.076,0
0.207,-0.0216,0.0359,-0.0288,0.051,0
0.217,0.0432,0.0556,-0.087,0.11199999999999999,0
0.228,0.0669,0.0815,-0.0669,0.125,0
0.237,0.0549,0.0908,-0.0366,0.11199999999999999,0
0.247,0.0336,0.0402,0.0132,0.054000000000000006,0
0.257,-0.0232,0.0122,0.0046,0.027000000000000003,0
0.267,-0.03,0.0218,-0.0429,0.057,0
0.286,-0.0378,0.0425,0.0171,0.059000000000000004,0
0.287,-0.0262,0.0512,-0.0011,0.057999999999999996,0
0.314,-0.0259,-0.0171,0.0588,0.066,0
0.315,-0.0244,-0.0537,0.0599,0.084,0
0.32,-0.0246,-0.0146,0.0905,0.095,0
0.328,-0.005,-0.0234,0.0131,0.027000000000000003,0
0.337,0.0346,-0.0049,0.0143,0.038,0
0.347,-0.0219,-0.0433,0.0059,0.049,0
0.357,-0.0094,-0.0145,0.0271,0.032,0
0.367,0.0325,-0.0539,0.0384,0.07400000000000001,0
0.385,0.037,-0.0573,0.0304,0.075,0
0.386,0.0584,0.0264,0.1987,0.209,0
0.397,0.0446,-0.0354,0.1124,0.126,0
0.407,0.1732,0.0081,-0.0428,0.179,0
0.417,0.2232,0.0333,0.0579,0.233,0
0.427,0.1884,0.0633,0.06,0.20800000000000002,0
0.437,0.2203,0.0151,0.1122,0.248,0
0.447,0.1632,-0.0023,0.1643,0.23199999999999998,0
0.457,0.1527,-0.0621,0.198,0.258,0
0.467,0.1135,-0.0037,0.075,0.136,0
0.488,0.1997,0.044,0.0905,0.22399999999999998,0
0.489,0.2778,0.0781,0.1443,0.32299999999999995,0
0.497,0.2978,0.1438,0.1213,0.35200000000000004,0
0.507,0.2623,0.1371,0.0976,0.312,0
0.521,0.2211,0.058,0.1349,0.265,0
0.529,0.1203,-0.0504,0.2017,0.24,0
0.537,-0.028,-0.1694,0.3001,0.34600000000000003,0
0.547,-0.0369,-0.197,0.3992,0.447,0
0.557,0.0665,-0.272,0.4311,0.514,0
0.567,0.1627,-0.1888,0.315,0.402,0
0.588,0.1875,-0.174,0.3189,0.409,0
0.589,0.0559,-0.184,0.3328,0.384,0
0.597,-0.1433,-0.2231,0.3796,0.46299999999999997,0
0.607,-0.337,-0.1624,0.3322,0.5,1
0.621,-0.5126,-0.0124,0.3449,0.618,1
0.627,-0.6028,0.0441,0.4121,0.732,1
0.637,-0.8121,0.0592,0.5663,0.992,1
0.647,-1.0067,0.0772,0.5718,1.16,1
0.657,-1.1034,0.1004,0.5741,1.248,1
0.668,-1.0945,0.1287,0.4822,1.203,1
0.688,-1.0898,0.1886,0.4176,1.182,1
0.688,-1.0416,0.1469,0.4157,1.131,1
0.697,-1.1632,0.0963,0.3987,1.2329999999999999,1
0.707,-1.2938,0.0595,0.287,1.327,1
0.717,-1.4542,-0.0423,0.2565,1.4769999999999999,1
0.727,-1.4829,-0.1883,0.2439,1.515,1
0.737,-1.5034,-0.2346,0.2055,1.535,1
0.747,-1.5363,-0.1134,0.0325,1.541,1
0.757,-1.5759,-0.0675,-0.0506,1.578,1
0.767,-1.5979,0.0261,-0.1081,1.6019999999999999,1
0.786,-1.7189,0.099,0.0194,1.722,1
0.787,-1.7989,0.1585,0.0065,1.806,1
0.797,-1.9404,0.0919,0.0046,1.943,1
0.807,-1.9509,-0.1045,-0.0445,1.954,1
0.817,-1.8772,-0.2646,0.0566,1.8969999999999998,1
0.827,-1.7683,-0.2438,0.1672,1.7930000000000001,1
0.837,-1.5442,-0.0326,-0.0636,1.546,1
0.847,-1.1305,0.2207,-0.2768,1.185,1
0.857,-0.7217,0.3539,-0.471,0.932,1
0.867,-0.4822,0.4639,-0.6095,0.905,1
0.882,-0.2573,0.4892,-0.7464,0.929,1
0.887,-0.0371,0.5613,-0.7223,0.9159999999999999,1
0.904,0.0839,0.6177,-0.6246,0.882,1
0.907,0.1091,0.7351,-0.4908,0.8909999999999999,1
0.917,0.1134,0.9215,-0.3597,0.996,1
0.928,0.0414,0.9619,-0.2749,1.001,1
0.937,0.0334,1.0364,-0.1992,1.056,1
0.947,0.0648,0.9591,-0.0809,0.965,1
0.957,0.1485,0.8053,-0.013,0.8190000000000001,1
0.967,0.1423,0.6376,-0.0473,0.655,1
0.981,0.2832,0.3938,0.006,0.485,1
0.987,0.4567,0.2435,0.0261,0.518,1
1.004,0.7254,0.0572,0.0549,0.73,1
1.007,0.8749,-0.0435,-0.1014,0.882,1
1.017,1.0241,-0.1306,-0.2121,1.054,1
1.028,1.1673,-0.3832,-0.2297,1.25,1
1.037,1.3499,-0.566,-0.2819,1.4909999999999999,1
1.047,1.4332,-0.8293,-0.259,1.676,1
1.057,1.5448,-1.0694,-0.1816,1.8880000000000001,1
1.067,1.4662,-1.2083,0.0943,1.902,1
1.082,1.1051,-0.783,0.4024,1.413,1
1.087,0.8319,-0.0883,0.4094,0.9309999999999999,1
1.101,1.15,-0.1824,0.2954,1.2009999999999998,1
1.107,1.6031,-0.7864,-0.2979,1.81,1
1.117,2.1998,-1.4151,-0.6324,2.6910000000000003,1
1.127,2.387,-1.7502,-0.8952,3.092,1
1.137,2.356,-1.6,-0.8806,2.9810000000000003,1
1.147,2.2037,-1.4131,-0.9203,2.775,1
1.157,2.1802,-1.3202,-0.8639,2.6910000000000003,1
1.167,2.0046,-1.2683,-0.7844,2.498,1
1.181,1.8327,-1.0857,-0.5897,2.21,1
1.187,1.4894,-0.8879,-0.3331,1.766,1
1.204,1.1676,-0.6697,0.126,1.3519999999999999,1
1.207,0.82,-0.3966,0.5534,1.0659999999999998,1
1.217,0.621,-0.1713,0.8474,1.064,1
1.227,0.5522,-0.1527,0.9482,1.1079999999999999,1
1.237,0.7518,-0.4413,0.8958,1.25,1
1.247,0.9186,-0.6722,0.6565,1.314,1
1.257,1.1372,-0.7071,0.423,1.4040000000000001,1
1.267,1.2814,-0.6732,0.2655,1.472,1
1.282,1.3104,-0.4716,0.2804,1.421,1
1.287,1.2598,-0.3988,0.3366,1.364,1
1.304,1.2719,-0.5066,0.3842,1.422,1
1.307,1.0477,-0.5631,0.2494,1.215,1
1.317,0.8156,-0.5613,0.2922,1.032,1
1.327,0.5772,-0.5428,0.2735,0.838,1
1.337,0.387,-0.4709,0.3955,0.727,1
1.348,0.2593,-0.3989,0.6093,0.773,1
1.357,0.3032,-0.4562,0.6094,0.8190000000000001,1
1.367,0.3388,-0.5498,0.6378,0.9079999999999999,1
1.384,0.3692,-0.5577,0.6789,0.953,1
1.387,0.4005,-0.5057,0.4947,0.813,1
1.411,0.518,-0.4045,0.4105,0.775,1
1.412,0.6314,-0.3766,0.3399,0.81,1
1.417,0.7068,-0.3907,0.2713,0.852,1
1.427,0.7484,-0.4519,0.1806,0.893,1
1.437,0.7708,-0.4261,0.1543,0.894,1
1.447,0.7237,-0.3529,0.0141,0.805,1
1.457,0.686,-0.3459,-0.1157,0.777,1
1.467,0.5307,-0.2427,-0.0682,0.588,1
1.481,0.3656,-0.204,-0.0181,0.419,1
1.487,0.3099,-0.3614,-0.1688,0.505,1
1.505,0.2593,-0.303,-0.1241,0.418,1
1.507,0.1825,-0.1956,-0.1418,0.303,1
1.519,0.0474,-0.0479,-0.1936,0.205,1
1.527,-0.011,0.0164,-0.2891,0.29,1
1.537,0.0414,-0.0918,-0.4263,0.43799999999999994,1
1.547,0.0755,-0.1851,-0.4583,0.5,1
1.557,0.1102,-0.1758,-0.5245,0.564,1
1.567,0.1255,-0.2105,-0.4958,0.5529999999999999,1
1.581,0.0416,-0.1907,-0.4056,0.45,1
1.587,-0.107,-0.103,-0.2525,0.293,1
1.597,-0.215,-0.0933,-0.0756,0.24600000000000002,1
1.607,-0.2618,-0.0806,0.0206,0.275,1
1.617,-0.1452,-0.1022,0.0755,0.193,1
1.627,0.0905,-0.1459,-0.1951,0.26,1
1.637,0.147,-0.0209,-0.627,0.644,1
1.647,0.1344,0.071,-0.962,0.9740000000000001,1
1.657,0.2673,0.0531,-0.9202,0.96,1
1.667,0.3809,0.0134,-0.672,0.773,1
1.68,0.4965,-0.0221,-0.4445,0.667,1
1.687,0.4798,0.0102,-0.4085,0.63,1
1.697,0.3837,0.0643,-0.4741,0.613,1
1.707,0.3288,-0.0289,-0.5894,0.6759999999999999,1
