time,ax,ay,az,aT,label
0.01,0.7425,-0.1272,-0.4802,0.893,1
0.01,0.5885,-0.0607,-0.2353,0.637,1
0.03,0.3967,-0.0508,-0.0778,0.40700000000000003,1
0.031,0.0983,-0.0723,0.0382,0.128,1
0.033,-0.1434,-0.0241,0.0947,0.174,1
0.046,-0.2631,0.0221,0.0635,0.272,1
0.053,-0.3668,0.0182,0.0014,0.36700000000000005,1
0.063,-0.4213,0.0354,0.0295,0.424,1
0.073,-0.4113,0.0602,-0.0123,0.41600000000000004,1
0.083,-0.3738,0.0199,0.0359,0.376,1
0.093,-0.2866,0.0186,0.0146,0.28800000000000003,1
0.103,-0.1949,0.0184,0.0438,0.201,1
0.127,-0.1754,0.0084,0.0135,0.17600000000000002,1
0.128,-0.1065,0.0089,-0.0355,0.113,1
0.143,-0.0745,-0.0001,0.0231,0.078,1
0.143,0.0421,0.0102,-0.0356,0.055999999999999994,1
0.158,0.113,-0.0082,-0.0546,0.126,1
0.173,0.189,-0.0074,-0.0249,0.191,1
0.173,0.1978,-0.0156,-0.0534,0.205,1
0.188,0.1877,-0.0051,-0.0141,0.188,1
0.193,0.0962,0.0048,-0.0041,0.096,1
0.203,0.0403,0.0147,-0.0141,0.045,1
0.234,-0.0043,0.0139,-0.0047,0.015,1
0.235,-0.0483,0.0136,-0.0542,0.07400000000000001,1
0.236,-0.0689,0.0127,-0.0255,0.075,1
0.25,-0.1219,0.0125,0.0229,0.125,1
0.265,-0.1488,0.0119,0.0317,0.153,1
0.266,-0.0955,0.0118,-0.0274,0.1,1
0.281,-0.0046,-0.0167,-0.0472,0.05,1
0.299,0.0556,-0.0065,-0.0376,0.067,1
0.301,0.0917,-0.034,-0.0275,0.102,1
0.303,0.1325,0.0057,-0.0374,0.138,1
0.334,0.091,0.006,-0.0274,0.095,1
0.335,0.0542,0.0162,-0.008,0.057,1
0.336,0.0177,0.0156,-0.0475,0.053,1
0.347,-0.0067,0.0155,-0.0479,0.051,1
0.359,-0.0299,0.0146,-0.0386,0.051,1
0.379,-0.0545,-0.0151,-0.0292,0.064,1
0.379,-0.0758,0.0041,0.0093,0.076,1
0.395,-0.032,0.0038,0.0579,0.066,1
0.396,-0.0268,0.0125,0.0968,0.10099999999999999,1
0.403,0.0049,0.0114,0.0083,0.015,1
0.434,0.0248,0.0095,-0.0014,0.027000000000000003,1
0.435,-0.0035,0.0078,-0.0407,0.042,1
0.435,-0.0026,0.0058,-0.08,0.08,1
0.449,-0.0216,0.0235,-0.0801,0.086,1
0.465,-0.0018,0.0022,-0.0311,0.031,1
0.466,0.0084,0.0009,-0.0017,0.009000000000000001,1
0.481,-0.0003,-0.0003,0.0374,0.037000000000000005,1
0.483,-0.0197,-0.0013,0.0766,0.079,1
0.498,-0.0557,-0.0024,0.1057,0.12,1
0.514,-0.1247,-0.0041,0.096,0.157,1
0.515,-0.1112,-0.006,0.0074,0.11199999999999999,1
0.556,-0.0944,0.0015,-0.0511,0.107,1
0.556,-0.0473,-0.0008,-0.051,0.07,1
0.557,-0.0121,-0.0127,0.0669,0.069,1
0.557,0.0508,-0.0141,0.1655,0.174,1
0.571,0.1541,-0.0462,0.2541,0.301,1
0.573,0.2377,-0.0855,0.2258,0.33899999999999997,1
0.586,0.2732,-0.0713,0.1183,0.306,1
0.602,0.2219,-0.084,0.0408,0.24100000000000002,1
0.603,0.1526,-0.0326,-0.0767,0.174,1
0.648,0.1654,-0.039,-0.0172,0.171,1
0.649,0.0887,-0.0376,0.1199,0.154,1
0.649,0.0122,0.0308,0.208,0.21100000000000002,1
0.65,0.0034,0.0118,0.3158,0.316,1
0.653,0.005,-0.0171,0.3452,0.34600000000000003,1
0.663,0.0739,-0.0679,0.3845,0.397,1
0.673,0.0741,-0.0966,0.3944,0.413,1
0.683,0.0394,-0.1324,0.3648,0.39,1
0.699,0.0458,-0.1261,0.2957,0.325,1
0.703,-0.0221,-0.069,0.2167,0.228,1
0.713,-0.0465,0.044,0.2453,0.254,1
0.723,-0.074,0.0018,0.3331,0.341,1
0.737,-0.1057,-0.1423,0.2536,0.309,1
0.753,-0.0331,-0.245,0.5865,0.636,1
0.754,-0.0247,-0.2595,0.5463,0.605,1
0.768,0.0501,-0.2791,0.7126,0.767,1
0.773,0.0451,-0.1661,0.5652,0.591,1
0.783,0.0779,-0.1031,0.4968,0.513,1
0.798,0.0977,-0.0679,0.4188,0.435,1
0.803,0.1517,-0.1275,0.439,0.48200000000000004,1
0.831,0.1842,-0.1627,0.5084,0.565,1
0.832,0.1116,-0.0721,0.5187,0.535,1
0.833,-0.0677,0.0066,0.6073,0.611,1
0.847,-0.2255,0.042,0.7945,0.8270000000000001,1
0.853,-0.2864,0.0261,0.9028,0.9470000000000001,1
0.863,-0.3414,-0.004,1.003,1.06,1
0.873,-0.3534,-0.0707,0.9656,1.031,1
0.884,-0.3527,-0.1386,0.9696,1.041,1
0.916,-0.4373,-0.1904,1.0514,1.155,1
