time,ax,ay,az,aT,label
0.009,0.397,-0.0669,-0.2282,0.46299999999999997,0
0.009,0.33,-0.0466,-0.012,0.33299999999999996,0
0.019,0.0637,-0.0087,-0.0222,0.068,0
0.028,-0.0516,-0.0367,0.0358,0.073,0
0.041,-0.1696,-0.0192,0.0354,0.174,0
0.05,-0.2114,-0.0089,-0.0242,0.213,0
0.059,-0.1942,0.0113,-0.0147,0.195,0
0.089,-0.2113,0.0302,-0.0545,0.22,0
0.09,-0.1771,0.0618,0.0039,0.188,0
0.09,-0.1411,0.0506,0.0233,0.152,0
0.105,-0.0903,0.0132,0.0231,0.094,0
0.109,-0.0309,0.0133,-0.0258,0.042,0
0.145,-0.0019,0.0342,-0.0259,0.043,0
0.147,0.0634,0.0047,-0.0453,0.078,0
0.148,0.0732,-0.0044,-0.0355,0.081,0
0.156,0.0806,-0.0229,-0.0551,0.1,0
0.159,0.0828,-0.0304,-0.0161,0.09,0
0.169,0.062,-0.0288,-0.0161,0.07,0
0.179,0.0643,0.0017,0.0327,0.07200000000000001,0
0.189,0.0641,0.011,-0.0162,0.067,0
0.201,0.0671,0.0309,-0.0458,0.087,0
0.209,0.0111,0.0297,-0.0066,0.032,0
0.219,-0.0138,0.0206,-0.0167,0.03,0
0.229,-0.0659,-0.0174,-0.017,0.07,0
0.239,-0.1101,0.0035,0.0317,0.115,0
0.27,-0.1127,-0.0241,0.0313,0.11900000000000001,0
0.27,-0.0718,-0.024,0.041,0.086,0
0.271,-0.0027,0.0523,-0.0275,0.059000000000000004,0
0.279,0.1358,0.0432,-0.0472,0.15,0
0.289,0.1327,0.0793,-0.0273,0.157,0
0.305,0.1952,0.0507,0.0018,0.20199999999999999,0
0.308,0.2213,0.0484,-0.037,0.23,0
0.322,0.2272,0.0285,-0.0177,0.23,0
0.329,0.1896,0.008,-0.0177,0.191,0
0.339,0.1209,-0.0218,-0.0573,0.136,0
0.377,0.0434,-0.0399,-0.0186,0.062,0
0.378,0.0571,-0.0005,-0.0093,0.057999999999999996,0
0.379,0.0402,0.0369,-0.0293,0.062,0
0.379,0.0066,-0.002,-0.0789,0.079,0
0.399,-0.1018,-0.0104,-0.0012,0.102,0
0.399,-0.1665,-0.0108,0.0866,0.188,0
0.417,-0.2235,-0.0274,0.1348,0.262,0
0.434,-0.272,-0.0273,0.0757,0.284,0
0.434,-0.2541,-0.0535,0.0554,0.266,0
0.439,-0.1698,-0.0243,0.0455,0.177,0
0.472,-0.1126,-0.0424,0.0354,0.125,0
0.473,-0.0802,-0.0436,0.0452,0.102,0
0.474,-0.0082,-0.0432,0.0843,0.095,0
0.48,0.0626,-0.0365,0.0255,0.077,0
0.489,0.1585,-0.029,-0.0232,0.163,0
0.505,0.2313,-0.0227,0.0454,0.237,0
0.508,0.2298,-0.026,0.0946,0.25,0
0.523,0.1892,-0.0399,0.0651,0.204,0
0.529,0.1741,-0.0238,0.0652,0.187,0
0.541,0.0671,-0.0198,-0.0131,0.071,0
0.553,0.0499,0.0038,-0.0229,0.055,0
0.559,0.03,-0.0003,0.0064,0.031,0
0.592,-0.0255,0.0045,0.1044,0.10800000000000001,0
0.593,-0.003,0.0198,0.2417,0.243,0
0.593,0.0371,-0.0426,0.3888,0.39299999999999996,0
0.601,-0.0484,0.0496,0.3202,0.32799999999999996,0
