time,ax,ay,az,aT
0.0080,0.1168,0.1039,-0.2213,0.271
0.0090,0.2525,-0.0155,-0.2201,0.335
0.0160,0.3422,-0.0921,-0.1007,0.368
0.0250,0.2729,-0.0516,-0.0419,0.281
0.0400,0.1416,-0.0312,0.0368,0.150
0.0450,0.0674,-0.0798,0.0069,0.105
0.0920,0.0971,-0.0397,-0.0127,0.106
0.0920,0.0916,-0.0294,-0.0426,0.105
0.0930,0.0166,-0.0287,-0.0136,0.036
0.0930,-0.0480,0.0101,0.0056,0.049
0.1030,-0.0611,0.0760,0.0345,0.103
0.1160,-0.0941,0.0292,0.0926,0.135
0.1160,-0.1434,0.0565,0.0036,0.154
0.1320,-0.1471,0.0590,-0.0363,0.163
0.1480,-0.1478,0.0570,-0.0370,0.163
0.1490,-0.1626,0.0588,0.0407,0.178
0.1560,-0.1451,0.0668,0.0597,0.171
0.1990,-0.1340,0.0778,0.0693,0.170
0.2000,-0.1211,0.0665,0.0397,0.144
0.2000,-0.0357,0.0174,0.0204,0.045
0.2010,0.0370,0.0071,-0.0378,0.053
0.2070,0.0817,0.0178,-0.1257,0.151
0.2220,0.1126,0.0173,-0.0660,0.132
0.2250,0.1587,-0.0114,-0.0069,0.159
0.2400,0.1810,-0.0573,-0.0261,0.192
0.2450,0.1530,-0.1148,-0.0067,0.191
0.2870,0.1048,-0.0808,-0.0366,0.137
0.2870,0.0615,-0.0592,-0.0373,0.093
0.2880,-0.0104,-0.0168,-0.0774,0.080
0.2880,-0.0627,0.0161,-0.0586,0.087
0.2950,-0.0839,0.0189,0.0089,0.086
0.3060,-0.1087,-0.0068,0.0180,0.110
0.3220,-0.0729,-0.0599,0.0366,0.101
0.3250,-0.0514,-0.0387,0.0854,0.107
0.3360,-0.0380,-0.0255,0.0357,0.058
0.3460,-0.0367,0.0142,0.0748,0.085
0.3730,-0.0331,0.0719,0.0157,0.081
0.3740,-0.0002,0.0640,-0.0239,0.068
0.3780,0.0408,0.0631,-0.0043,0.075
0.3890,0.0152,0.0743,0.0147,0.077
0.3950,-0.0001,0.0355,0.0045,0.036
0.4060,-0.0162,0.0166,-0.0154,0.028
0.4210,0.0259,0.0084,-0.0158,0.031
0.4250,0.0006,0.0213,-0.0360,0.042
0.4720,-0.0054,-0.0051,-0.0267,0.028
0.4730,0.0080,-0.0025,-0.0076,0.011
0.4730,-0.0266,0.0096,0.0113,0.030
0.4730,0.0058,-0.0181,0.0600,0.063
0.4790,-0.0189,-0.0432,0.0789,0.092
0.4860,-0.0461,-0.1019,0.0983,0.149
0.5020,-0.0310,-0.1155,-0.0006,0.120
0.5050,-0.0083,-0.1057,0.0187,0.108
0.5200,0.0438,-0.0440,0.0084,0.063
0.5250,0.1063,-0.0246,0.1062,0.152
0.5370,0.1081,0.0330,0.1748,0.208
0.5860,0.0956,0.0134,0.1938,0.217
0.5870,0.0912,0.0025,0.1248,0.155
0.5870,0.1002,-0.0101,0.0752,0.126
0.5870,0.1450,-0.0322,0.0455,0.155
0.5880,0.1768,-0.0264,0.1036,0.207
0.5960,0.1478,-0.0679,0.0637,0.175
0.6050,0.1065,-0.1222,-0.0254,0.164
0.6160,0.0369,-0.1044,0.0026,0.111
0.6250,0.0698,-0.0980,0.0992,0.156
0.6390,0.0803,-0.1100,0.1567,0.208
0.6470,0.1522,-0.1179,0.3028,0.359
0.6550,0.2386,-0.1233,0.3608,0.450
0.6840,0.2576,-0.0966,0.3696,0.461
0.6850,0.2577,-0.0502,0.3197,0.414
0.6860,0.2538,-0.0381,0.2693,0.372
0.6970,0.1941,-0.1576,0.4834,0.544
0.7060,0.0462,-0.2588,0.6883,0.737
0.7160,-0.0144,-0.2916,0.7160,0.773
0.7250,0.1523,-0.2418,0.7454,0.798
0.7380,0.1700,-0.2262,0.6376,0.698
0.7460,0.0815,-0.2210,0.5900,0.635
0.7550,-0.0821,-0.4944,0.9533,1.077
0.7890,-0.0255,-0.6059,1.2415,1.382
0.7900,-0.2201,-0.7834,1.6954,1.881
0.7900,-0.5911,-0.7657,1.9487,2.176
