time,ax,ay,az,aT,label
0.009,0.1448,0.1789,-0.0492,0.235,0
0.009,0.2076,0.1509,0.0099,0.257,0
0.019,0.4719,-0.0066,-0.0781,0.478,0
0.028,0.4565,-0.0178,-0.1171,0.47200000000000003,0
0.073,0.3658,0.0312,-0.0877,0.377,0
0.073,0.2313,0.0105,-0.0483,0.237,0
0.074,0.1299,-0.0188,0.0103,0.132,0
0.075,0.0587,-0.0551,0.069,0.106,0
0.075,-0.0488,-0.0356,0.1376,0.15,0
0.09,-0.0655,-0.0149,0.0884,0.111,0
0.095,-0.0775,-0.0064,0.0786,0.111,0
0.105,-0.0682,0.022,0.0394,0.08199999999999999,0
0.122,-0.074,0.0294,0.0395,0.08900000000000001,0
0.124,-0.0575,0.0471,-0.0094,0.075,0
0.178,-0.0461,0.0147,0.0004,0.048,0
0.179,-0.0508,0.0333,0.0397,0.073,0
0.18,-0.0386,-0.0162,0.0495,0.065,0
0.18,-0.0345,-0.0433,0.1671,0.17600000000000002,0
0.18,-0.0137,-0.0537,0.0691,0.08900000000000001,0
0.191,-0.0128,-0.0236,0.02,0.033,0
0.194,0.0645,-0.0141,-0.0093,0.067,0
0.205,0.0981,0.0233,-0.0386,0.10800000000000001,0
0.219,0.1638,0.022,-0.019,0.166,0
0.226,0.1661,0.0202,-0.0091,0.168,0
0.269,0.1268,0.0489,-0.0286,0.139,0
0.271,0.087,0.0279,-0.0286,0.096,0
0.271,0.0431,0.0285,-0.009,0.052000000000000005,0
0.272,-0.0181,0.0092,0.0301,0.036000000000000004,0
0.277,-0.069,0.0296,0.0006,0.075,0
0.291,-0.1154,0.0016,0.0496,0.126,0
0.295,-0.1182,-0.0368,0.079,0.147,0
0.308,-0.1181,-0.0341,0.0789,0.146,0
0.325,-0.1255,-0.0339,0.0789,0.152,0
0.326,-0.0546,-0.032,0.0298,0.07,0
0.336,0.021,-0.0128,-0.0192,0.031,0
0.345,0.0167,0.0068,-0.029,0.034,0
0.38,0.0503,0.0157,-0.0093,0.054000000000000006,0
0.381,0.1207,0.0057,-0.0191,0.122,0
0.382,0.1373,-0.0141,0.0396,0.14400000000000002,0
