time,ax,ay,az,aT,label
0.01,0.4983,-0.2505,-0.1444,0.5760000000000001,0
0.01,0.4243,-0.0908,-0.1819,0.47,0
0.018,0.3574,0.0046,-0.0741,0.365,0
0.032,0.2159,-0.0543,-0.0345,0.225,0
0.037,0.047,-0.008,0.0139,0.05,0
0.048,-0.1165,0.0456,0.0033,0.125,0
0.057,-0.207,0.0525,-0.0069,0.214,0
0.07,-0.2756,0.0761,-0.067,0.294,0
0.078,-0.3578,0.1134,-0.0477,0.37799999999999995,0
0.088,-0.3851,0.1167,-0.0392,0.40399999999999997,0
0.098,-0.3434,0.0967,-0.0296,0.358,0
0.107,-0.2344,0.0646,0.0383,0.24600000000000002,0
0.118,-0.1092,0.0362,0.0286,0.11900000000000001,0
0.128,0.0419,0.0828,0.0193,0.095,0
0.137,0.1358,0.0649,0.0,0.151,0
0.147,0.1548,0.0354,-0.0288,0.161,0
0.157,0.1531,0.0274,-0.0679,0.17,0
0.169,0.1458,-0.0095,-0.0773,0.165,0
0.182,0.0782,-0.0173,-0.0872,0.11800000000000001,0
0.188,0.0107,-0.033,-0.0874,0.094,0
0.201,-0.0168,-0.0794,-0.0287,0.086,0
0.208,-0.0513,-0.0923,0.0198,0.107,0
0.218,-0.0782,-0.0406,0.0882,0.125,0
0.228,-0.063,-0.0083,0.0486,0.08,0
0.237,-0.0509,-0.0655,0.0484,0.096,0
0.248,-0.0285,-0.1175,-0.0204,0.12300000000000001,0
0.257,0.0508,-0.1652,-0.0107,0.17300000000000001,0
0.268,0.0873,-0.1477,-0.0107,0.172,0
0.278,0.1186,-0.0981,-0.0108,0.154,0
0.288,0.1628,-0.0562,0.0286,0.175,0
0.298,0.1662,-0.0663,0.0186,0.18,0
0.307,0.1072,-0.0548,0.0087,0.121,0
0.318,0.0645,0.0123,-0.0013,0.066,0
0.328,0.0318,0.0474,-0.0115,0.057999999999999996,0
0.337,-0.0278,0.0946,-0.0218,0.10099999999999999,0
0.347,-0.0456,0.0511,-0.0127,0.07,0
0.357,-0.065,0.02,0.0357,0.077,0
0.368,-0.0432,-0.0107,0.0546,0.07,0
0.385,-0.0138,0.0262,0.0933,0.098,0
0.387,0.015,-0.0147,0.1615,0.163,0
