time,ax,ay,az,aT
0.0090,0.3107,0.0098,-0.0019,0.311
0.0100,0.3448,0.0799,-0.0504,0.358
0.0100,0.3869,0.0750,-0.0782,0.402
0.0260,0.3809,0.0253,-0.1570,0.413
0.0310,0.3183,0.0704,-0.1664,0.366
0.0730,0.2532,0.1688,-0.0794,0.314
0.0740,0.1836,0.1345,-0.0409,0.231
0.0740,0.1629,0.0976,-0.0035,0.190
0.0750,0.1001,0.0574,0.0342,0.120
0.0820,0.0424,0.0000,0.0912,0.101
0.0930,0.0158,-0.0649,0.0500,0.083
0.1010,-0.0384,-0.0743,-0.0108,0.084
0.1100,-0.0317,-0.0522,-0.0424,0.074
0.1260,-0.0450,-0.0122,-0.0347,0.058
0.1300,-0.0467,0.0077,-0.0172,0.050
0.1740,-0.0493,-0.0501,0.0493,0.086
0.1750,-0.0782,-0.0662,0.0275,0.106
0.1760,-0.0911,-0.0762,0.0159,0.120
0.1760,-0.1375,-0.0625,0.0432,0.157
0.1830,-0.1426,-0.0743,0.0515,0.169
0.1940,-0.1326,-0.1185,0.2066,0.273
0.2000,-0.0908,-0.0928,0.0289,0.133
0.2100,-0.0270,-0.0049,0.0177,0.033
0.2280,-0.0225,-0.0658,0.1048,0.126
0.2300,-0.1123,-0.0849,0.0445,0.148
0.2730,-0.1777,-0.0692,0.0239,0.192
0.2740,-0.1488,-0.0216,0.0521,0.159
0.2740,-0.1559,-0.0163,0.1002,0.186
0.2750,-0.1294,-0.0105,0.0894,0.158
0.2810,-0.1180,-0.0167,-0.0288,0.123
0.2930,-0.0502,0.0151,0.1467,0.156
0.3000,-0.0245,0.0063,0.0581,0.063
0.3110,-0.0033,0.0552,0.0478,0.073
0.3250,0.0652,0.1131,0.0082,0.131
0.3300,0.0555,0.1299,0.0275,0.144
0.3770,0.1070,0.1105,0.1057,0.187
0.3780,0.0705,0.0425,0.2034,0.219
0.3790,0.0580,-0.0448,0.3012,0.310
0.3790,0.0285,-0.0716,0.2714,0.282
0.3810,0.1020,-0.0514,0.1731,0.207
0.3910,0.1615,-0.1204,-0.0327,0.204
0.4020,0.2628,-0.1929,0.1536,0.360
0.4100,0.3121,-0.2046,0.6343,0.736
0.4210,0.2411,-0.1252,0.5762,0.637
0.4300,0.1485,-0.0385,0.3027,0.339
0.4440,0.1895,-0.0390,0.2455,0.313
0.4520,0.2218,-0.0148,0.2283,0.319
0.4610,0.0434,0.0399,0.3397,0.345
0.4940,-0.1701,0.0700,0.5503,0.580
0.4950,-0.3846,0.1034,0.7224,0.825
0.4950,-0.5002,0.1562,0.7592,0.922
0.5020,-0.5115,0.1525,0.7764,0.942
0.5110,-0.5136,0.0451,0.8447,0.990
0.5200,-0.5289,0.0240,0.8933,1.038
0.5300,-0.5432,0.0645,0.9542,1.100
0.5440,-0.5369,0.1835,0.9465,1.104
0.5520,-0.4928,0.2396,0.9125,1.064
0.5610,-0.5819,0.2342,0.7607,0.986
0.5910,-0.6270,0.1866,0.6623,0.931
0.5920,-0.6709,0.1419,0.6521,0.946
0.5930,-0.6956,0.1744,0.5591,0.909
0.6020,-0.7119,0.1511,0.5248,0.897
0.6100,-0.6514,0.1584,0.4473,0.806
0.6210,-0.5990,0.2487,0.3503,0.737
0.6300,-0.6343,0.2975,0.3103,0.766
0.6430,-0.7527,0.3872,0.1918,0.868
0.6520,-0.9306,0.3861,0.2709,1.043
0.6600,-1.1323,0.5077,0.3673,1.294
0.7020,-1.3604,0.6004,0.4396,1.551
0.7030,-1.5325,0.7375,0.6121,1.808
0.7040,-1.6184,0.9828,0.7499,2.037
0.7040,-1.6134,1.1614,0.8037,2.144
0.7110,-1.4885,1.1269,0.5943,1.959
0.7210,-1.2797,0.8451,0.4940,1.611
0.7300,-0.9908,0.4210,0.3116,1.121
0.7430,-0.7411,0.1078,0.0681,0.752
0.7520,-0.5495,-0.0902,-0.1925,0.589
0.7600,-0.3768,-0.1180,-0.3520,0.529
0.7920,-0.1127,-0.1706,-0.4132,0.461
0.7930,-0.0772,-0.1289,-0.4662,0.490
0.7940,-0.0067,-0.1541,-0.5858,0.606
0.8020,0.0747,-0.2486,-0.6287,0.680
0.8100,0.1505,-0.3382,-0.6605,0.757
0.8210,0.1814,-0.4812,-0.5837,0.778
0.8300,0.2990,-0.5625,-0.5894,0.868
0.8420,0.4509,-0.6946,-0.5915,1.018
0.8520,0.6360,-0.7605,-0.5858,1.152
0.8610,0.7687,-0.9300,-0.6683,1.379
0.8910,0.8330,-0.9808,-0.8051,1.518
0.8910,0.9292,-1.0909,-0.7999,1.641
0.8920,1.0852,-1.1284,-0.8347,1.774
0.9020,1.1960,-1.2078,-0.7707,1.866
0.9100,1.2238,-1.0720,-0.8451,1.833
0.9210,1.2448,-0.9330,-0.7019,1.707
0.9300,1.1147,-0.7350,-0.7221,1.518
0.9420,1.0555,-0.7764,-0.5506,1.421
0.9810,1.1059,-0.8584,-0.3716,1.448
0.9820,1.2191,-0.9949,-0.2400,1.592
0.9820,1.2381,-0.9626,-0.2430,1.587
0.9840,1.2786,-0.8608,-0.2103,1.556
0.9900,1.2521,-0.6221,-0.2764,1.425
1.0010,1.2514,-0.5151,-0.1959,1.367
1.0110,1.2122,-0.5157,-0.0380,1.318
1.0200,1.2487,-0.5722,0.1400,1.381
1.0300,1.2253,-0.5309,0.0723,1.337
1.0420,1.3061,-0.4583,0.0209,1.384
1.0770,1.3029,-0.3093,0.0011,1.339
1.0790,1.4183,-0.1986,-0.0661,1.434
1.0800,1.4201,-0.1993,-0.0214,1.434
1.0810,1.4940,-0.2528,0.0190,1.515
1.0920,1.3708,-0.2747,0.0939,1.401
1.1020,1.2787,-0.2775,0.0403,1.309
1.1110,1.2191,-0.3166,0.0315,1.260
1.1210,1.2126,-0.3271,0.0586,1.257
1.1300,1.1151,-0.2930,0.1105,1.158
1.1410,1.0281,-0.2697,0.1873,1.079
1.1810,0.8876,-0.1615,0.3096,0.954
1.1820,0.8269,-0.0267,0.3673,0.905
1.1830,0.8189,0.0823,0.3839,0.908
1.1830,0.9404,0.0719,0.2868,0.986
1.1910,1.0605,-0.1395,0.1134,1.076
1.2010,1.2305,-0.4179,0.1494,1.308
1.2100,1.1560,-0.5759,0.0050,1.292
1.2210,1.0687,-0.5584,-0.0258,1.206
1.2310,0.9822,-0.4882,-0.2763,1.131
1.2410,0.9602,-0.4233,-0.2047,1.069
1.2840,0.9121,-0.4314,-0.1970,1.028
1.2850,0.9368,-0.4831,-0.1744,1.068
1.2860,0.8326,-0.4310,-0.2445,0.969
1.2860,0.9029,-0.2060,-0.3216,0.980
1.2950,0.8849,0.0510,-0.4982,1.017
1.3010,0.8571,0.0811,-0.6936,1.106
1.3100,0.7577,0.2605,-0.9280,1.226
1.3210,0.6820,0.3877,-1.1579,1.399
1.3300,0.5418,0.3376,-1.1253,1.294
1.3420,0.5672,0.2871,-0.9979,1.183
1.3810,0.5671,0.1474,-0.8233,1.011
1.3830,0.6228,0.0058,-0.6423,0.895
1.3830,0.5368,-0.0401,-0.4808,0.722
1.3830,0.5340,0.1054,-0.4682,0.718
1.3900,0.5163,0.2908,-0.4491,0.744
1.4010,0.6689,0.3681,-0.5737,0.955
