time,ax,ay,az,aT,label
0.01,0.3637,-0.0739,-0.0962,0.38299999999999995,0
0.01,0.0985,-0.0066,-0.1929,0.217,0
0.011,0.1937,0.0097,-0.201,0.27899999999999997,0
0.022,0.2819,-0.0506,-0.1127,0.308,0
0.028,0.2502,-0.1149,-0.0524,0.28,0
0.04,0.2323,-0.1161,0.0257,0.261,0
0.049,0.1242,-0.0945,0.0551,0.166,0
0.062,0.0621,-0.0192,0.0053,0.065,0
0.071,0.0368,0.0252,-0.0342,0.055999999999999994,0
0.078,0.0619,0.0022,-0.0838,0.10400000000000001,0
0.089,0.0368,-0.0105,0.0333,0.051,0
0.098,-0.0938,-0.0629,-0.0359,0.11900000000000001,0
0.108,-0.2135,0.0484,-0.0575,0.226,0
0.127,-0.2144,0.1327,-0.1566,0.297,0
0.128,-0.0893,0.1245,-0.1572,0.22,0
0.139,0.078,0.0256,-0.0788,0.114,0
0.148,0.0477,-0.0041,-0.0395,0.062,0
0.159,-0.0271,0.0344,-0.0203,0.048,0
0.169,-0.0503,0.0227,-0.021,0.059000000000000004,0
0.178,0.0308,0.0225,-0.0801,0.08900000000000001,0
0.189,0.0677,0.012,-0.1092,0.129,0
0.199,0.1086,0.0316,-0.08,0.139,0
0.208,0.0685,0.0116,-0.0995,0.121,0
0.227,0.0625,0.0021,-0.0608,0.087,0
0.229,0.1201,-0.0444,-0.0019,0.128,0
0.239,0.1148,-0.0442,0.0073,0.12300000000000001,0
0.249,0.0396,-0.0702,-0.0127,0.08199999999999999,0
0.268,0.0158,-0.0017,-0.0526,0.055,0
0.269,-0.0542,-0.0208,-0.083,0.10099999999999999,0
0.279,-0.0963,-0.0109,-0.0643,0.11599999999999999,0
0.294,-0.1146,-0.0007,-0.046,0.12300000000000001,0
0.298,-0.0906,0.0,-0.0073,0.091,0
0.31,-0.0651,-0.0553,0.0212,0.08800000000000001,0
0.329,-0.0533,-0.0148,0.0308,0.063,0
0.33,-0.0026,0.0242,-0.0183,0.03,0
0.346,-0.0108,0.0645,-0.0774,0.10099999999999999,0
0.348,0.0092,0.063,-0.1068,0.124,0
0.359,0.0213,0.0162,-0.0483,0.055,0
0.393,-0.0055,0.0461,-0.0585,0.075,0
0.395,0.0063,0.0393,-0.0196,0.044000000000000004,0
0.395,0.0071,-0.0248,-0.01,0.027999999999999997,0
0.399,0.0178,-0.0116,-0.0298,0.037000000000000005,0
0.409,-0.0476,0.0294,-0.0302,0.064,0
0.429,-0.0376,0.0131,0.1068,0.114,0
0.43,0.0013,-0.069,0.1459,0.161,0
0.439,0.0693,-0.1262,0.1655,0.21899999999999997,0
0.449,0.161,-0.139,0.2053,0.29600000000000004,0
0.468,0.2795,-0.1603,0.1758,0.36700000000000005,0
0.47,0.4309,-0.1378,0.1873,0.49,0
0.479,0.5247,-0.1335,0.0986,0.55,0
0.489,0.4939,-0.1254,0.0705,0.514,0
0.499,0.382,-0.0362,-0.0682,0.39,0
0.509,0.2138,0.0311,-0.0786,0.23,0
0.529,0.0668,0.0414,-0.0708,0.106,0
0.529,-0.2453,-0.016,0.0339,0.248,0
0.539,-0.4027,-0.0157,0.2087,0.45399999999999996,0
0.549,-0.4916,0.0039,0.4207,0.647,1
0.565,-0.5127,-0.0271,0.3222,0.606,1
0.575,-0.423,-0.0557,0.2714,0.506,1
0.579,-0.3668,-0.0186,0.2427,0.44,1
0.589,-0.1838,-0.0775,0.2424,0.314,1
0.598,-0.1668,-0.1124,0.4394,0.483,1
0.609,-0.0665,-0.1685,0.4591,0.494,1
0.622,-0.0797,-0.1568,0.5877,0.613,1
0.629,-0.0412,-0.1876,0.5687,0.6,1
0.652,-0.0367,-0.192,0.5802,0.612,1
0.653,0.0458,-0.1616,0.4444,0.475,1
0.659,0.1679,-0.1614,0.4072,0.469,1
0.669,0.2424,-0.1562,0.3119,0.425,1
0.679,0.1997,-0.1229,0.3339,0.408,1
0.689,0.1745,-0.1535,0.5324,0.581,1
0.698,0.021,-0.1662,0.5446,0.57,1
0.709,-0.1409,-0.2303,0.5651,0.626,1
