time,ax,ay,az,aT
0.0080,0.1943,-0.0667,-0.1271,0.242
0.0090,0.1278,-0.0499,-0.0291,0.140
0.0150,0.1468,-0.0677,-0.0095,0.162
0.0210,0.1321,-0.0410,0.0586,0.150
0.0310,0.0496,-0.0027,0.0090,0.050
0.0400,-0.0307,0.0033,-0.0307,0.044
0.0510,-0.0864,0.0023,-0.0320,0.092
0.0830,-0.1369,0.0287,-0.0523,0.149
0.0840,-0.1520,-0.0006,-0.0145,0.153
0.0850,-0.1850,-0.0241,0.0732,0.200
0.0900,-0.2103,-0.0510,0.0619,0.225
0.1000,-0.1677,-0.0624,0.0518,0.186
0.1150,-0.1030,-0.0508,0.0218,0.117
0.1200,-0.0246,-0.0342,-0.0074,0.043
0.1330,-0.0040,-0.0051,-0.0467,0.047
0.1400,0.0058,-0.0183,0.0122,0.023
0.1770,0.0075,-0.0462,-0.0174,0.050
0.1770,0.0081,-0.0393,-0.0271,0.048
0.1770,-0.0281,-0.0474,0.0215,0.059
0.1800,-0.0359,-0.0482,-0.0178,0.063
0.1910,-0.0412,-0.0557,0.0110,0.070
0.2000,-0.0780,-0.0662,0.0108,0.103
0.2100,-0.0444,-0.0730,0.0593,0.104
0.2200,-0.0629,-0.0741,0.0690,0.119
0.2340,-0.0979,-0.0246,0.0588,0.117
0.2400,0.0005,0.0127,-0.0391,0.041
0.2500,0.0476,0.0204,-0.0781,0.094
0.2740,0.1051,0.0475,-0.0288,0.119
0.2750,0.1295,0.0726,-0.0673,0.163
0.2810,0.1012,0.0619,-0.0380,0.125
0.2900,0.0338,0.0215,-0.0184,0.044
0.3000,-0.0415,0.0113,0.0106,0.044
0.3100,-0.0178,-0.0552,-0.0290,0.065
0.3200,-0.0350,-0.0457,-0.0292,0.065
0.3300,-0.0604,-0.0530,-0.0101,0.081
0.3400,-0.0688,-0.0624,0.0093,0.093
0.3690,-0.0177,-0.0878,0.0481,0.102
0.3700,-0.0173,-0.0479,-0.0107,0.052
0.3710,0.0122,0.0205,0.0382,0.045
0.3910,0.0120,0.0213,0.0578,0.063
0.3920,-0.0267,-0.0162,0.0087,0.032
0.4000,-0.0868,-0.0464,-0.0205,0.101
0.4120,-0.1126,-0.0526,-0.0504,0.134
0.4200,-0.1232,-0.0617,-0.0307,0.141
0.4340,-0.1397,-0.0478,0.0373,0.152
0.4400,-0.1429,-0.0463,0.0670,0.164
0.4500,-0.0852,-0.0237,0.0473,0.100
0.4830,-0.0515,-0.0029,0.0478,0.070
0.4840,-0.0078,0.0173,0.0777,0.080
0.4840,0.0844,-0.0021,0.0390,0.093
0.4910,0.1058,-0.0492,0.0004,0.117
0.5000,0.1022,-0.0399,-0.0089,0.110
0.5150,0.1259,-0.0391,0.0307,0.135
0.5200,0.1151,-0.0418,0.0407,0.129
0.5320,0.1318,-0.0131,0.0411,0.139
0.5400,0.1634,0.0623,0.0410,0.180
0.5500,0.1720,0.0394,0.0314,0.179
0.6060,0.1387,0.0271,0.1094,0.179
0.6060,0.0775,-0.0138,0.1284,0.151
0.6060,0.0106,-0.0461,0.2157,0.221
0.6070,-0.0146,-0.0858,0.2635,0.278
0.6070,-0.0405,-0.0903,0.3606,0.374
0.6150,-0.0834,-0.0743,0.3593,0.376
0.6200,-0.0904,-0.1316,0.3390,0.375
0.6310,-0.0824,-0.1740,0.2885,0.347
0.6400,-0.1176,-0.1691,0.3665,0.420
0.6690,-0.2103,-0.1751,0.4138,0.496
0.6710,-0.1040,-0.2822,0.4623,0.552
0.6710,-0.1351,-0.4023,0.5387,0.686
0.6820,-0.1135,-0.3463,0.5089,0.626
0.6900,0.0748,-0.2731,0.3806,0.474
0.7010,0.1855,-0.2045,0.3219,0.424
0.7110,0.1660,-0.1522,0.2632,0.346
0.7200,0.1152,-0.0996,0.1950,0.247
0.7310,0.0598,-0.0732,0.1657,0.191
0.7530,-0.0282,-0.0909,0.1561,0.183
0.7540,-0.1938,-0.1044,0.1852,0.288
0.7610,-0.3156,-0.1524,0.2840,0.451
0.7700,-0.3778,-0.1568,0.3430,0.534
0.8070,-0.3882,-0.1395,0.3548,0.544
0.8080,-0.3435,-0.0446,0.3471,0.490
0.8080,-0.3191,0.1171,0.3600,0.495
0.8100,-0.3803,0.2765,0.5309,0.709
0.8200,-0.5745,0.3679,0.5543,0.879
0.8310,-0.6411,0.2706,0.4713,0.840
0.8500,-0.6541,0.1133,0.3979,0.774
0.8510,-0.5905,0.0775,0.2570,0.649
0.8620,-0.5339,0.1055,0.2240,0.589
0.8700,-0.5158,0.2398,0.2519,0.622
0.9060,-0.5073,0.3206,0.3189,0.680
0.9060,-0.5068,0.3420,0.2997,0.681
